PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73402113|"CN249223"|"AN7224"|"ACT"|495000|"17"|"Granite St"||432||"01570"|"N"|"Don't miss your chance to own this well-maintained 3-unit multifamily home ideally located near downtown Webster—just minutes from shops, restaurants, and everyday amenities. Whether you're a seasoned investor or just entering the market, this property offers excellent cash flow potential and long-term value. The building features three spacious units, each with separate utilities. Two units will be delivered rented at market value, providing immediate income, while the third unit will be vacant at closing, perfect for an owner-occupant or to lease at current rates. With a strong rental history, low maintenance, and proximity to major routes and local conveniences, this is a fantastic opportunity to invest in one of Worcester County’s increasingly desirable markets."|33|7/9/2025 4:53:00 PM|0|"N"||"J"|3|3|12|0|0|3969|0.09|2418|"Worcester"|"MA"|1890|230400|2737|"2025"|5|3|0||"3f;0h"|"N"||"N"||"Y"||"N"||"F"|"A"|"N"|2418||
"MF"|73402505|"TM312597"|"AN8160"|"ACT"|500000|"9"|"Pearl St"||432||"01570"|"N"|"Fully occupied 3-family in Webster is ready to be yours. All tenants are TAW. Lower level unit offers a spacious one-bedroom layout with large walk-in closet and in-unit laundry hookups. First-floor unit (street/sidewalk level) features two bedrooms, front porch, and laundry hookups. The 2nd/3rd floor unit includes one bedroom on the main level and two upstairs, a dedicated laundry room, and front deck. All units are equipped with dishwashers, ranges, and refrigerators. Plenty of off-street parking. Property abuts the French River with beautiful river views. Great investment opportunity! Convenient access to I-395/I-290, Rt 16, Rt 193, and Rt 12."|25|7/10/2025 10:16:00 AM|0|"N"||"J"|3|4|13|0|6|8040|0.18|2340|"Worcester"|"MA"|1880|297000|3528|"2025"|6|3|0|"A,E,F,R"|"3f;0h"|"Y"|"D"|"Y"|"N"|"Y"|"N"|"N"|||"A,C,E,I"|"N"|2340||
"MF"|73402519|"CN227030"|"AN7224"|"ACT"|484900|"15"|"Granite St"||432||"01570"|"N"|"Fantastic Investment Opportunity! Welcome to 15 Granite Street, a fully occupied 3-family home located in the heart of Webster. This income-producing property features a total of 8 bedrooms and 3 bathrooms, offering spacious layouts and strong rental potential. Conveniently located just minutes from Webster Lake, downtown amenities, and major highways, this property offers both stability and consistent rental demand. Whether you're a seasoned investor or just starting out, this is a great addition to any portfolio. The seller is offering a total of 38 units across multiple properties and is open to considering package deal offers—making this an incredible opportunity to scale your real estate investments. Don't miss your chance to secure a cash-flowing asset in a high-demand area!"|22|7/10/2025 10:29:00 AM|0|"N"||"B"|3|3|16|1|2|3968|0.09|4156|"Worcester"|"MA"|1890|390400|4638|"2025"|8|3|0|"Q"|"3f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|4156||
"MF"|73405079|"CN255679"|"AN7224"|"ACT"|379900|"21"|"Granite"||432||"01570"|"N"|"Opportunity knocks in Webster! This well-maintained 2-family home is perfect for owner-occupants, house hackers, or investors looking to expand their portfolio. Unit 2 will be delivered vacant!! Move right in or lease for top market rent. Both units offer updated kitchens, spacious layouts, and individual systems. The real bonus? A finished third floor with four additional rooms, waiting for the next creative owner to transform the space. With off-street parking, private decks, and strong rental income potential, this property is a smart play in a rising market. Professionally managed and cared for in the past several years. Conveniently located near area amenities and major routes. This property is included in a larger portfolio that is available and accepting offers!"|32|7/16/2025 9:01:00 AM|0|"N"||"A"|2|3|8|0|4|4799|0.11|2040|"Worcester"|"MA"|1880|259400|3082|"2025"|4|2|0|"A,G,J,M,Q,R"|"2f;0h"|"N"||"N"||"Y"||"N"|"Additional square footage in finished third floor - currently not being used"|"D,J"|"A"|"N"|2040||
"MF"|73405272|"CN259207"|"AN7224"|"ACT"|424900|"26"|"Granite St"||432||"01570"|"U"|"Centrally located two-unit property with strong rental income. The first floor features a 2-bedroom unit, while the second and third floors offer a total of 5 bedrooms. Fully occupied and generating $3,350 per month. Each unit includes washer/dryer hookups, separate water meters, and the property is fully de leaded. Owner is selling additional units and is willing to entertain offers as part of a package deal. Great opportunity for investors looking to expand their portfolio.Rent includes water, sewer, trash, snow removal and landscaping. Tenant is responsible for heat and electricity."|16|7/16/2025 12:14:00 PM|0|"N"||"A"|2|3|12|0|4|9150|0.21|2350|"Worcester"|"MA"|1880|256900|3052|"2025"|7|2|1|"A"|"2f;1h"|"N"||"N"||"Y"||"N"|||"A"|"N"|2350||
"MF"|73392429|"K9503064"|"K95310"|"ACT"|599999|"4"|"Martin Rd"||433|"09E"|"01516"|"N"|"Step back in time in this beautifully maintained colonial, originally built in 1840 to house mill workers. Whether using this home as a single family, multi-family (2 units now with potential for 3rd), or accommodating a multigenerational family, the possibilities are endless. The open floor plan and high ceilings create a bright and airy space. Conveniently located less than a mile from the Trunkline Trail, connecting to the Douglas State Forest for hiking, fishing, nature loving and kayaking enthusiasts as well as being situated in walking distance of all restaurants, stores and events downtown. The impressive size of the yard makes summer entertaining easy, with a pool and shed. The beautifully manicured gardens are a must see with vibrant, flourishing flowers, shrubs & trees. While there is always room for improvements this is a rare opportunity to own a piece of history and add your own personal touch."|33|7/10/2025 11:13:00 PM|0|"N"||"G"|2|2|10|0|9|20417|0.47|2326|"Worcester"|"MA"|1840|337700|4448|"2025"|6|3|0|"A"|"3f;0h"|"N"||"N"||"Y"||"N"|"3rd Floor partially finished"|"H"|"A"|"N"|2326||
"MF"|73405715|"CN249223"|"AN7224"|"ACT"|589900|"91-93"|"School Park"||435||"01588"|"N"|"Just listed! Beautifully maintained side-by-side duplex in the Whitinsville area of Northbridge. Each unit offers 3 spacious bedrooms and 2 full baths—ideal for owner-occupants, investors, or multi-generational living. The primary unit features a private deck in a serene setting, detached garage, and ample off-street parking. Inside, enjoy granite countertops, stainless steel appliances, and laminate flooring. Upstairs includes a primary suite with a double vanity and walk-in shower. The second unit offers a tiled kitchen with wood cabinets, laminate flooring, and a similar 3-bed 2-bath layout. This property is conveniently located close to route 122 and downtown Northbridge for all your shopping, dining and walking trails. Be sure to act fast properties like this duplex in Northbridge don’t come along often. Both units to be delivered vacant at closing.  All showings deferred to the open house Sunday 11-1."|42|7/16/2025 10:04:00 PM|0|"N"||"G"|2|2|12|1|6|7650|0.18|2592|"Worcester"|"MA"|1900|417600|4924|"2025"|6|4|0|"A"|"4f;0h"|"N"||||"Y"||"N"||"F,J"|"A"|"N"|2592||
"MF"|73405782|"BB903770"|"AN8685"|"ACT"|499999|"68"|"S Main St"||436||"01569"|"N"|"Spacious TWO family...  Wait until you see this! Each unit offers an abundance of beautiful woodwork, hardwood flooring, newer windows, A/C, updated electrical, butlers pantry newer flooring. Each unit is currently being used as a three bedroom - This flexible floor plan could work as a large two bedroom with formal dining area. Laundry hookups in each unit.Fenced in front yard. Composite decking and two full baths with the first floor unit.  Great storage and good off street parking.  Centrally located close to town, schools, park, ECT.    Group showing at O.H. times."|3|7/17/2025 6:58:00 AM|0|"N"||"G"|2|2|12|0|6|9723|0.22|2496|"Worcester"|"MA"|1927|376200|4932|"2025"|6|3|0|"A,G,M,Q"|"3f;0h"|"N"||||"Y"|"N"|"N"||"D,H"|"A,C,E,I"|"N"|2496||
"MF"|73366302|"CN247372"|"AN8230"|"ACT"|779000|"4"|"Central St"||437||"01529"|"U"|"**Investor Opportunity in Downtown Millville Offered at an Aggressive 9.24% CAP Rate). This four unit property is now available for sale, offering a fantastic opportunity for investors with a strong rent roll which is below market rate. Comprising four spacious units, the property includes two 1-bedroom apartments on the first floor and two 2-bedroom apartments on the second floor. One of the 2-bedroom units features two additional rooms on the third floor, perfect for extra space for work or games. Each unit boasts separate utilities for convenience and efficiency. Recent upgrades include a new 6-bedroom septic installation and a sturdy rear Azek deck, enhancing the property's appeal and functionality. The fenced-in yard provides privacy and security, complemented by ample parking space for residents. Whether you're looking to capitalize on rental income or reside in a vibrant downtown location, this property offers versatility and value with opportunity for increased rental rates."|19|4/29/2025 3:15:00 PM|0|"N"||"C"|4|3|20|0|6|9409|0.22|4855|"Worcester"|"MA"|1930|385800|5358.76|"2025"|4|4|0|"A"|"4f;0h"|"N"||"N"||"Y"||"N"|"Seller and Brokerage make no representation. Buyer to perform own DD"||"A"|"N"|4855||"A"
"MF"|73372391|"TM305063"|"AN8443"|"ACT"|1999800|"83"|"Central St"||437||"01529"|"N"|"This standout home has been fully rebuilt and offers unmatched versatility & income potential! The 3-story main home features 5 beds, 3 baths, a chef’s kitchen w/top-tier appliances, formal dining, and a large primary suite w/ spa-like en suite bathroom & almost 500 sq. ft walk-in closet. The home also has a legal 1-bed, 1-bath accessory apartment generates rental income or could be used for guests, or allows a home-based business setup. And don't forget the 2 story attached barn that has endless possibilities as storage or finishable. Enjoy a spacious yard, granite patio, & 3-car detached garage with lift. Zoned Village Residential & Commercial Business which opens for a variety of options.  Live in the main house, rent the main house as an apartment, or rent the main house in more creative ways for short term stay, commercial uses, or office space. Property has 3 electric sub meters. Everything is subject to town zoning & approvals if needed, call today for more details."|40|5/16/2025 2:15:00 PM|0|"N"||"A"|2|3|21|3|8|229996|5.28|5017|"Worcester"|"MA"|1825|560100|7388|"2025"|7|4|0|"B,G,M,Q,R"|"4f;0h"|"N"||"N"||"Y"||"N"|"includes 3rd floor & accessory apartment; 1,200 sq ft attached barn not included - future finishable"|"H,J"|"A,C,E"|"N"|5017||"D"
"MF"|73372396|"TM305063"|"AN8443"|"ACT"|999900|"83B"|"Central St"||437||"01529"|"N"|"Prime Development Opportunity! Attention builders, developers, and savvy investors—don’t miss your chance to own this exceptional piece of land with massive potential! Whether you're planning to build condos, townhomes, or multi-family units, this property offers the space, location, and flexibility to bring your vision to life. With favorable zoning and strong demand for housing in the area, the possibilities are endless. Plans are available for review for future development of 1 building with 30 apartment units or 5 buildings with 30 apartment units. Various condo plans also available upon request. Let's bring your vision to life!  Property to be divided into 2 lots at time of recording.  Feasibility study in hand for 30 unit apartment building, additional development"|1|5/9/2025 12:32:00 PM|0|"N"||"O"|16|3|80|16|32|189996|4.36|0|"Worcester"|"MA"|2025|0|0|"2025"|32|16|0||"16f;0h"|"N"||"N"||"N"||"N"|"Feasibility study in hand for 16 townhouse condos, actual size dependent on your building plans."||"A,C,E"|"N"|0||"D"
"MF"|73394864|"BB910191"|"BB4605"|"ACT"|497000|"83"|"Main"||438||"01504"|"N"|"Estate sale, Great big Victorian 2 family house.  1st and second floor have 3 beds, large appliance eat in kitchen, living room, hardwood floors, updated baths, plenty of closets. One finished room in on 3rd floor/attic.1st fl2nd floor only needs minor cosmetics, 2nd floor recently all updated and has private deck. Laundry in building, plenty of parking, nice back yard.  Tenants pay separate utilities, new oil tanks, updated roof.  House does need exterior paint, will not pass FHA/Va due to peeling paint..House is being sold as is condition."|30|6/22/2025 10:22:00 AM|0|"N"||"G"|2|2|10|0|6|11760|0.27|2863|"Worcester"|"MA"|1890|324300|4897|"2024"|6|2|0|"A,G,M,Q"|"2f;0h"|"N"||"N"||"Y"|"N"|"N"||"F,J"|"A"|"N"|2863||
"MF"|73387006|"K9502176"|"AN3002"|"ACT"|659900|"6"|"Park Terrace"||441||"01757"|"N"|"Great opportunity for investors or owner-occupants! Meticulously maintained by one family over the last 75 years, this extremely well-maintained two-family home is just seconds from Milford Center, Draper Memorial Park, and offers easy access to I-495. Unit 1 features a screened porch, a bright living room with a bay window, a spacious kitchen, a dining area, two good-sized bedrooms, and a full bathroom. Unit 2 offers a large living room with a bay window, an eat-in kitchen, two bedrooms, beautiful hardwood floors, a full bath, and access to a walk-up attic for added storage or potential expansion. New heating system installed in the last year.  The exterior boasts a large driveway with two carport stalls. Whether you're looking to invest or live in one unit while renting the other, this property offers excellent versatility and strong income potential!  Both units delivered vacant."|35|6/6/2025 12:59:00 PM|0|"N"||"G"|2|2|9|2|6|3001|0.07|1816|"Worcester"|"MA"|1930|402400|5151|"2025"|4|2|0|"A,E,F,G,M"|"2f;0h"|"N"||"N"||"Y"||"N"|"Measurements are approx."|"D,F"|"C"|"N"|1816||
"MF"|73391983|"BB903894"|"BB5569"|"ACT"|850000|"16-18"|"Cedar Street"||441||"01757"|"N"|"Rare Investment Opportunity! Two independently deeded properties sold together. The first is a charming two-story Village Colonial featuring 3 bedrooms, a spacious eat-in kitchen with tile backsplash, granite countertops and peninsula, a living room with fireplace, and hardwood/tile flooring throughout. A large detached garage adds value. The second building is an up-and-down two-family with two 3+-bedroom units, each offering hardwood floors, walk-up attic access, and an updated heating/hot water system. Both properties are being sold AS-IS and need updates/repairs, but offer incredible potential for owner-occupants, investors, or developers. Don’t miss this unique multi-property package!"|35|6/17/2025 10:58:00 AM|0|"N"||"B"|3|2|17|1|6|10759|0.25|3233|"Worcester"|"MA"|1917|999999|99999|"2025"|9|3|0|"A,M"|"3f;0h"|"N"||||"Y"||"N"|"See Floor Plans / 18 Cedar 1125 Sq Ft and 16 Cedar 2108 Sq Ft / Buyer to Verify"|"D"|"A,C,E"|"N"|3233||
"MF"|73396340|"BB300401"|"BB5775"|"ACT"|625000|"24"|"Winter St"||441||"01757"|"N"|"Downtown Milford. Muli-Family Home across the street from St. Mary’s Church. Now available 2-family property in the heart of Milford! Each unit offers 2 bedrooms, separate entrances, and hardwood floors. The property offers many updates and with city water, city sewer, and separate utilities, this property is ideal for investors, owner-occupants, or those looking to generate rental income. Being delivered with tenants as tenants at will. Conveniently located just minutes from local shops, schools, parks, and major commuter routes, this home is perfectly situated. Fantastic Investment Opportunity!"|32|6/25/2025 12:25:00 PM|0|"N"||"A"|2|2|8|2|3|3598|0.08|1910|"Worcester"|"MA"|1850|469100|6004|"2025"|4|2|0|"B,I"|"2f;0h"|"N"||"N"||"Y"||"N"||"F"|"A"|"N"|1910||
