PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73355092|"CN238621"|"E31301"|"ACT"|429000|"1"|"Burnham St"||523|"TFL"|"01376"|"N"|"Prime Commercial Building – High Visibility & Endless Potential! This 6,309 SF commercial building offers three separate units with unlimited configuration options. Located on a high-traffic road with nearly 5,000 cars passing daily, it ensures maximum exposure. Features include ADA-accessible spaces with a central elevator, a large private parking lot with multiple entrances and a drive-up area. Formerly a bank, it’s ideal for retail, office, or service businesses. Located next to the Community Health Center of Franklin County and in a newly developing office park, this location presents a prime opportunity to serve 4,000+ patients, health care providers, and all their vendors that come and go daily. Perfect for medical specialists, daycare providers, cafés, and more. Just over the Greenfield line, minutes from Downtown Turners Falls. Don’t miss this opportunity—schedule a showing today!"|27|4/4/2025 1:12:00 PM|0|"N"||"Franklin"|"MA"|"A"|"A"|0|0|3|6309|0|0|0|0|0|0|2|||26092|0.6|40|"D,F,K,N,S"|"N"
"CI"|73355105|"A9500865"|"A14006"|"ACT"|660|"26"|"Main St"||113|"ORL"|"02653"|"N"|"In Orleans Village. Second floor office space available on Main Street where Old Colony Way ends; one block from the intersection of Main Street and Rte. 6A. The office is a large one room unit that has windows facing Main Street. The first floor retail tenants are Orleans Cycle and The Sparrow Store. Ample public parking is located directly across Main Street and behind Mahoney's Restaurant which is next door. Total area for the unit is approximately 300 SqFt. Leasing for $660 per month including all utilities."|8|4/4/2025 1:32:00 PM|0|"N"||"Barnstable"|"MA"|"A"|"B"|0|0|4|2695|3|5127|0|0|0|0|2|7|7822|10019|0.23|6|"A,R"|"N"
"CI"|73355106|"CN206297"|"AN3795"|"ACT"|16.8|"96"|"Clematis"||40||"02454"|"N"|"Ideal Flex Space in convenient location"|1|4/4/2025 1:34:00 PM|0|"N"||"Middlesex"|"MA"|"B"|"B"|0|0|1|500|0|0|0|2000|0|0|2|2|2500|13068|0.3|5|"A,F,N"|"N"
"CI"|73355109|"A9500865"|"A14006"|"ACT"|1100|"26"|"Main St"||113|"ORL"|"02653"|"N"|"In Orleans Village. Second floor corner office space available on Main Street facing Old Colony Way; one block from the intersection of Main Street and Rte. 6A. The space includes a large open office/space and two private rooms/offices that have windows facing Main Street, Old Colony Way and the Cape Cod Rail Trail. The first floor retail tenants are Orleans Cycle (directly below) and The Sparrow Store. Ample public parking is located directly across Main Street and behind Mahoney's Restaurant which is next door. Total area for the unit is approximately 475 SqFt. Leasing for $1,100 per month including all utilities."|8|4/4/2025 1:37:00 PM|0|"N"||"Barnstable"|"MA"|"A"|"B"|0|0|4|2695|3|5127|0|0|0|0|2|7|7822|10019|0.23|6|"A"|"N"
"CI"|73355119|"CN232914"|"C99946"|"ACT"|52500|"130"|"County Rd"|"I"|329||"01938"|"U"|"Available for sale this 789 +/- square feet professional office suite in the Cable Professional Building. Unit I is a 5-room office suite featuring three (3) private rooms,  large kitchen and dining area, reception and open bullpen. There is one (1) small private in-unit bathrooms and two (2) bathrooms in the common area. Condo fee includes heat, air conditioning, hot water, sewer, electricity, snow removal, and common area maintenance.The Premises is ideal for professional use, including doctors, dentists, opticians, nurses, lawyers, accountants and more. There is an abundant amount of on-site parking spaces on campus.  The Cable Professional Building is located at the junction of Route 133 & 1A."|13|4/23/2025 10:58:00 AM|0|"N"||"Essex"|"MA"|"F"|"A"|0|0|1|789|0|0|0|0|0|0|2|||0|0|33||"U"
"CI"|73355331|"K8000772"|"K95609"|"ACT"|849|"9"|"Main"|"1"|407||"01772"|"N"|"~~Welcome to your new place of business in the well established area of downtown Southborough!~~  Move your office out of your house and into this office in a professional building at a VERY affordable rate!  You can rent with a 12 month lease or rent month to month if your prefer!  The monthly rent includes electricity, heat & A/C, and plenty of parking! Kitchen and mailbox availability too! You'll have access to book a separate conference room for 5 hours a month and will have WIFI or wired internet access.  Make the RIGHT MOVE to this VERY desirable location!"|10|6/4/2025 7:53:00 AM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|180|0|0|0|0|0|0|1|||0|0|12|"N,S,U"|"N"
"CI"|73355374|"CT000887"|"AN8620"|"ACT"|1025000|"113"|"Belmont St"||43||"02478"|"N"|"Introducing a prime investment opportunity in the heart of Belmont, MA. This 1,840 SF building, boasting 8 versatile units, presents enduring quality with its 1970 construction. Zoned LB 3, this property provides flexibility for a range of usage options, making it an ideal choice for office or medical investment. Occupancy potential for  owner user for further growth. There is potential for value enhancement through development. Don't miss out on satisfying the strong market demand for commercial space with this well-positioned property."|31|4/5/2025 12:56:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"A"|0|0|8|1840|0|0|0|0|0|0|3|8|1840|2450|0.06|5|"A"|"N"
"CI"|73355405|"CN218720"|"A14006"|"ACT"|399000|"705"|"Main St"||101|"HYA"|"02601"|"N"|"Unlock the potential of this prime commercial real estate opportunity located in the heart of Cape Cod. Positioned in a high-traffic area, this property is surrounded by a dynamic mix of shops, restaurants, and year-round attractions—making it an ideal setting for a variety of commercial uses. Whether you're looking to establish a long-term investment, expand a portfolio, or pursue a redevelopment project, this location offers the foot traffic, accessibility, and exposure needed to support strong business performance and sustained value."|27|5/30/2025 12:00:00 PM|0|"N"||"Barnstable"|"MA"|"A"|"A"|0|0|0|0|2|1110|0|0|0|0|1||1380|4356|0.1|10|"A"|"N"
"CI"|73355421|"NB114069"|"NB4834"|"ACT"|18|"112"|"Market Street"|"3"|312||"01901"|"N"|"Rare opportunity to lease top floor space right in the heart of downtown Lynn. 5156 sqft available in the iconic Eastern Bank Building. Fully renovated space with 14 private offices, conference room, open office space, kitchen, and 2 bathrooms. Elevator building with private elevator access and private reception. All utilities included and no NNN expenses! Lease is GROSS. Available July 1, 2025. Floor plan attached to listing."|7|4/5/2025 5:44:00 PM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|1|5156|0|0|0|0|0|0|3|||29394|0.67|0|"G"|"N"
"CI"|73355444|"CN255817"|"K95368"|"ACT"|1500|"100"|"Grove st"|"113 B"|401|"WPI"|"01605"|"N"|"Now Available for Lease Excellent Business Location in Worcester, MA Professional office space available for lease in a prime Worcester location, just minutes from WPI. Ideal for businesses seeking a well-connected and high visibility setting. This property offers easy access to major roadways, public transportation, and a vibrant mix of nearby amenities. A great opportunity to establish or expand your presence in one of the city’s most active commercial areas, all you pay for is phone/internet --- heat, A/C, real estate taxes, electricity, parking & trash removal is all paid for by the owner."|14|4/5/2025 8:12:00 PM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|433|0|0|0|0|0|0|0|0|433|0|0|5|"F"|"N"
"CI"|73355445|"NB114069"|"NB4834"|"ACT"|5|"112"|"Market Street"|"B"|312||"01901"|"N"|"1400-5500 sqft of file storage available at Iconic Eastern Bank Building. Elevator Access. Spaces can be subdivided. Easy Access off of Andrews Street. Flexible lease terms. Pricing starts at $5/sqft for minimum of 4369 sqft. Adaptive pricing for less square footage. All utilities included."|1|4/5/2025 8:16:00 PM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|0|0|0|0|0|5000|0|0|3|||29394|0.67|0|"G"|"N"
"CI"|73355591|"CT008389"|"AN8707"|"ACT"|575000|"424"|"Winthrop"||173||"02780"|"N"|"Attention Developers and Contractors.  A Prime Commercial investment and Development Opportunity! Land with Single Family home and 1-acre property with Multiple use potential, Zoned Business Highway, General Use, Commercial, Mixed Use, Single Family, multifamily, Condos, or other development.  Located on Rte. 44 Taunton. With 298 Feet of Frontage. Property in a high-traffic area with excellent visibility, this Land is perfectly positioned to capitalize on both business and residential demands. The conceptual plan showcases potential Warehouse /Garage drawings which is an exceptional Business option. The zoning provides flexibility for various projects, making it an ideal Lot.  Property has electric and water. Gas and sewer on street. Property sold as is. Buyer to do own due diligence."|7|6/2/2025 4:30:00 PM|0|"N"||"Bristol"|"MA"|"G"|"A"|1|1384|0|0|0|0|0|0|0|0|2|1|1384|43560|1|10||"N"
"CI"|73355663|"BB815796"|"BB1305"|"ACT"|2100|"384"|"Washington Street"||32||"02090"|"N"|"Prime location Commercial Office space available for lease in Westwood !Located in a highly visible, high-traffic area, this professionally designed office suite offers an ideal environment for any business. Perfect for a small to midsize company, this space includes three spacious and bright sunlit offices providing a quiet environment for individual work or client meetings, a shared reception area creating a professional first impression for your clients, modern kitchenette and bathroom. Whether you're looking to expand your business or establish a professional office in a premium area, this space offers the perfect blend of comfort, accessibility, and convenience."|16|4/7/2025 8:47:00 AM|0|"N"||"Norfolk"|"MA"|"A"|"B"|0|0|3|1200|0|0|0|0|0|0|2|3|1200|7183|0.16|5|"A"|"N"
"CI"|73355694|"CN222920"|"AN4474"|"ACT"|15|"16"|"Armory St"|"LL"|530||"01060"|"N"|"Located in the heart of Downtown Northampton, this approximately 3,000 SF space offers flexible potential for retail or office use in one of the Pioneer Valley’s most active commercial districts. The unit features a mostly open floor plan with over 11-foot ceilings, allowing for a range of layouts and uses. It’s situated next to a large public parking lot and just steps from the parking garage, providing convenient access for both customers and staff—along with steady foot traffic. With two dedicated parking spaces, professional property management, and immediate proximity to downtown shops, restaurants, and arts and entertainment, this space combines visibility with practicality in a high-demand location.Tenant pays electric and a portion of the building’s heating."|10|5/14/2025 6:07:00 PM|0|"N"||"Hampshire"|"MA"|"A"|"B"|0|0|0|0|1|3000|0|0|0|0|2|||8224|0.19|2|"A,S"|"N"
"CI"|73355765|"CN257787"|"AN8417"|"ACT"|3900|"215"|"Sandwich Rd"||117|"EWA"|"02571"|"N"|"Prime Commercial Space – Updated & Flexible – 215 Sandwich Rd, East WarehamDiscover an outstanding opportunity to lease or subdivide this updated, highly visible commercial building in the heart of East Wareham. Located at 215 Sandwich Road, this approximately 4,000 sq. ft. property offers modern amenities, flexible layout options, and a central location ideal for medical, professional, or retail use.Property Features:Approx. 4,000 sq. ft. of versatile spaceHandicap accessibleTwo new central heat & air conditioning systemsUpgraded from electric to efficient gas heatUpdated fire notification systemUpgraded plumbing with new city sewer connection in progressFlexible layout – lease the entire building or subdivide for multiple tenantsMultiple entrances and restroomsGenerous on-site parkingExcellent street visibility on a high-traffic corridorClose to Route 28, I-495, and area amenitiesWhether you’re a medical group, professional office, wellness provider, or ex"|9|4/7/2025 11:46:00 AM|0|"N"||"Plymouth"|"MA"|"E"|"B"|0|0|16|4000|0|0|0|0|0|0|2|2|4000|12000|0.28|20|"A,B,J,N"|"N"
"CI"|73355777|"NA110479"|"NA1029"|"ACT"|1900|"2739"|"Cranberry Hwy"||117||"02571"|"N"|"Large 48 X 24 Commercial garage/workshop. Close to highway access."|4|4/7/2025 12:02:00 PM|0|"N"||"Plymouth"|"MA"|"A"|"B"|0|0|0|0|0|0|1|1152|0|0|1||1152|43560|1|10|"E"|"N"
"CI"|73355857|"CN257787"|"AN8417"|"ACT"|850000|"248"|"North Main St"||185|"MNT"|"02301"|"N"|"For Sale: Pre-Owned Car Dealership with 34-Car License & Prime Downtown Brockton Location Property Overview: This unique commercial property is home to a well-established pre-owned car dealership with a 34-car license, offering great potential for investors and builders. The property consists of two commercial units, providing ample space and flexibility. The dealership has been a staple in the community for over 50 years, and the license can be transferred to the new owner if desired.Property Features:Location: Prime location in Downtown Brockton, situated in a 5-story zoning area, Two units, including space for a thriving car dealership business.34-Car License: Pre-owned car dealership license included, transferable to the new owner.Second Floor: Occupied office space with a tenant-at-will"|16|4/7/2025 1:30:00 PM|0|"N"||"Plymouth"|"MA"|"A"|"B"|0|0|4|1100|1|1100|0|0|0|0|2|||22000|0.51|34||"N"
"CI"|73355895|"CN201149"|"AN4191"|"ACT"|24.6|"21"|"Fottler Rd"||200||"02043"|"N"|"Versatile Second-Floor Commercial Office Space in Prime Hingham LocationUnlock the potential of this spacious and adaptable second-floor commercial suite, ideally situated in a highly visible and convenient Hingham location. Just minutes from downtown and directly across from the Hingham Shipyard and Ferry, this property offers exceptional accessibility for clients and commuters alike.With over 2,400 square feet of flexible office space, the layout includes multiple private offices, larger open areas perfect for conference rooms or collaborative workspaces, and a dedicated private entrance. This space is well-suited for a variety of professional uses, including medical, legal, creative, or administrative operations.Features include:Second-floor suite with private entranceAmple on-site parkingMultiple private offices and meeting areasLight-filled rooms, some virtually staged to showcase potentialTenant responsible for utilities"|18|4/7/2025 2:21:00 PM|0|"N"||"Plymouth"|"MA"|"E"|"B"|0|0|1|2436|0|0|0|0|0|0|2|||17860|0.41|10||"N"
"CI"|73355962|"NB114965"|"AN1051"|"ACT"|450000|"626"|"White Mountain Hwy"||1207||"03886"|"N"|"Potential multi purpose building, currently fully equipped and turn-key as a restaurant has been maintained and updated inside and out, and used throughout the current ownership as a restaurant/prepared food service.  More than 5 acres potential for development, with adequate frontage for sub dividing.  The main level offers seating for 72 people indoors and the opportunity for another 80 people for the patio. Second level offers offices, full bathroom and storage, potential for living quarters.  Recent business was leased and fully-functioning in 2019 and early 2020 as a take-out and prepared food service."|34|4/15/2025 3:37:00 PM|0|"N"||"Carroll "|"NH"|"A"|"A"|0|0|1|300|1|3100|0|0|0|0|2|2|3400|221720|5.09|21|"K"|"N"
